role,city,salary_min,salary_max,skills,experience,description,industry,posting_date,month
Data Analyst,Bangalore,4.0,8.0,Analystdata servicesCodingKPIManagementanalysisdata analysisdata,2,Analystdata servicesCodingKPIManagementanalysisdata analysisdata,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data AnalystStatisticsSQLPythonQuantitative analysisanalysisquantitativedata analysis,2,Data AnalystStatisticsSQLPythonQuantitative analysisanalysisquantitativedata analysis,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,CodingData modelingXMLAnalyticalPostgresqlHealthcareData AnalystOperations,2,CodingData modelingXMLAnalyticalPostgresqlHealthcareData AnalystOperations,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,AdministrationtableauArchitectureCloudData AnalystStatisticsAnalyticsSQL,2,AdministrationtableauArchitectureCloudData AnalystStatisticsAnalyticsSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data AnalystStatisticsAWSSQLPythonQuantitative analysisquantitativedata,2,Data AnalystStatisticsAWSSQLPythonQuantitative analysisquantitativedata,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,UnixData analysisPAASBillingReconciliationData structuresData qualityData Analyst,2,UnixData analysisPAASBillingReconciliationData structuresData qualityData Analyst,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Health insuranceMarket analysisPublishingData collectionData qualitydata integrityForecastingSQL,2,Health insuranceMarket analysisPublishingData collectionData qualitydata integrityForecastingSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Change managementVBAMISBillingAS400Data AnalystProject life cycleSQL,2,Change managementVBAMISBillingAS400Data AnalystProject life cycleSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data analysisSASData managementR ProgrammingMISpower biData miningSQL,2,Data analysisSASData managementR ProgrammingMISpower biData miningSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,power biData AnalystAdvanced ExcelPythondatadata analysisbiexcel,2,power biData AnalystAdvanced ExcelPythondatadata analysisbiexcel,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data Analystdatadata analysis,2,Data Analystdatadata analysis,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,B2BExcelB2COnline salesData AnalystMS OfficePowerpointMS Office Word,2,B2BExcelB2COnline salesData AnalystMS OfficePowerpointMS Office Word,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data analysisSASData managementMISData AnalystManager Quality ControlData miningSQL,2,Data analysisSASData managementMISData AnalystManager Quality ControlData miningSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,NetworkingManager TechnologyData AnalystMathematicsData miningBusiness solutionsAsapManagement,2,NetworkingManager TechnologyData AnalystMathematicsData miningBusiness solutionsAsapManagement,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,AutomationData analysistableauData managementBusiness reportingData modelingSubject Matter ExpertBusiness intelligence,2,AutomationData analysistableauData managementBusiness reportingData modelingSubject Matter ExpertBusiness intelligence,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,data cleansingReport generationmetadataManager Quality Assurancedata integrityData AnalystManagementTroubleshooting,2,data cleansingReport generationmetadataManager Quality Assurancedata integrityData AnalystManagementTroubleshooting,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data migrationNoSQLRDBMSdata securityData modelingData AnalystStored proceduresbig data,2,Data migrationNoSQLRDBMSdata securityData modelingData AnalystStored proceduresbig data,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,WarehouseExcelSenior AnalystAnalyticalSupply chain solutionsOperationsAnalyticsTechnical support,2,WarehouseExcelSenior AnalystAnalyticalSupply chain solutionsOperationsAnalyticsTechnical support,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,ExcelSenior AnalystTime managementSupply chain solutionsManager Technologybig dataPentahoAnalytics,2,ExcelSenior AnalystTime managementSupply chain solutionsManager Technologybig dataPentahoAnalytics,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,AnalystData analysisClaimsUnderwritingAnalyticalData qualityData AnalystDocument management,2,AnalystData analysisClaimsUnderwritingAnalyticalData qualityData AnalystDocument management,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Supply chaintableauExcelStatistical analysisWeb developmentTroubleshootingSQLLogistics,2,Supply chaintableauExcelStatistical analysisWeb developmentTroubleshootingSQLLogistics,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data Analystdatadata analysis,2,Data Analystdatadata analysis,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,tableauExcelProgrammingData AnalystSQLPythonData analysisData,2,tableauExcelProgrammingData AnalystSQLPythonData analysisData,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,SQL queriesMISData AnalystTest casesSoftware testingQueryData analysisData,2,SQL queriesMISData AnalystTest casesSoftware testingQueryData analysisData,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Industry researchMarketing programsStatistical modelingSQL databaseData modelingmanagementBusiness excellenceData mining,2,Industry researchMarketing programsStatistical modelingSQL databaseData modelingmanagementBusiness excellenceData mining,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data validationpricing analysisPharmaCompetitor analysisPortfolio analysisStrategic planningMarket researchmarket data,2,Data validationpricing analysisPharmaCompetitor analysisPortfolio analysisStrategic planningMarket researchmarket data,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,MS SQLCase analysisData modelingProject managementData AnalystProject planningManagementOperations,2,MS SQLCase analysisData modelingProject managementData AnalystProject planningManagementOperations,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Process improvementAnalyticalData processingpower biBusiness strategyBusiness intelligenceOperationsReporting tools,2,Process improvementAnalyticalData processingpower biBusiness strategyBusiness intelligenceOperationsReporting tools,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,remediationData AnalystDataData analysis,2,remediationData AnalystDataData analysis,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Business objectsSASDatabase designProcess improvementXMLJavascriptData collectionSPSS,2,Business objectsSASDatabase designProcess improvementXMLJavascriptData collectionSPSS,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Statistical analysisBusiness AnalystData researchData modelingManager TechnologyData AnalystAnalyticsTesting,2,Statistical analysisBusiness AnalystData researchData modelingManager TechnologyData AnalystAnalyticsTesting,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,IT servicesBackendApplication supportChange managementProduction supportCodingOperationsFinancial services,2,IT servicesBackendApplication supportChange managementProduction supportCodingOperationsFinancial services,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,SQL queriesSIDEtableauAnalyticalJavascriptData AnalystManagementAnalytics,2,SQL queriesSIDEtableauAnalyticalJavascriptData AnalystManagementAnalytics,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,TrainingtableauUsageHead Business DevelopmentExcelFocusqueryData collection,2,TrainingtableauUsageHead Business DevelopmentExcelFocusqueryData collection,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,ProcurementAnalytical skillsDemand planningAnalyticalSATpower biAdvanced ExcelMS Word,2,ProcurementAnalytical skillsDemand planningAnalyticalSATpower biAdvanced ExcelMS Word,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,data cleansingData analysisAutomationAssurancemetadataStaffingWeb developmentTeradata,2,data cleansingData analysisAutomationAssurancemetadataStaffingWeb developmentTeradata,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,StaffingSenior Data AnalystClient engagementAnalyst 1StatisticsPythonSeniorEngagement,2,StaffingSenior Data AnalystClient engagementAnalyst 1StatisticsPythonSeniorEngagement,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,MicrostrategyHealth insuranceData analysisAutomationData managementStaffingBusiness intelligencePowerpoint,2,MicrostrategyHealth insuranceData analysisAutomationData managementStaffingBusiness intelligencePowerpoint,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,PPCMS SQLGoogle AnalyticsXMLAnalyticalJavascriptBusiness Development ExecutiveData mining,2,PPCMS SQLGoogle AnalyticsXMLAnalyticalJavascriptBusiness Development ExecutiveData mining,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,ERPProgrammingDatabaseData AnalystJIRAData warehousingAWSSQL,2,ERPProgrammingDatabaseData AnalystJIRAData warehousingAWSSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,IT servicesPerformance managementPresalesOracleBusiness intelligencemicrosoftMS OfficePowerpoint,2,IT servicesPerformance managementPresalesOracleBusiness intelligencemicrosoftMS OfficePowerpoint,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data analysisData researchSocial mediaData Analystdataresearchanalysismedia,2,Data analysisData researchSocial mediaData Analystdataresearchanalysismedia,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data Analystprofessionaldatadata analysis,2,Data Analystprofessionaldatadata analysis,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,deep learningtableauDjangoMySQLMachine learningpower biData AnalystSQL,2,deep learningtableauDjangoMySQLMachine learningpower biData AnalystSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data Analystprofessionaldata analysisdata,2,Data Analystprofessionaldata analysisdata,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,AnalystExcelTime managementSupply chain solutionsManager Technologybig dataPentahoAnalytics,2,AnalystExcelTime managementSupply chain solutionsManager Technologybig dataPentahoAnalytics,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,AnalystWarehouseExcelAnalyticalSupply chain solutionsOperationsAnalyticsTechnical support,2,AnalystWarehouseExcelAnalyticalSupply chain solutionsOperationsAnalyticsTechnical support,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,AnalyticalData AnalystManagementStatisticsElectricalsSCADAOCSOM,2,AnalyticalData AnalystManagementStatisticsElectricalsSCADAOCSOM,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,AccountancySupply chainFinancial statementsFinancial analysisFixed incomeFinanceWorkflowCorporate credit,2,AccountancySupply chainFinancial statementsFinancial analysisFixed incomeFinanceWorkflowCorporate credit,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Due diligenceBloombergLegal complianceLinuxRisk assessmentForensicData AnalystAnalytics,2,Due diligenceBloombergLegal complianceLinuxRisk assessmentForensicData AnalystAnalytics,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Customer acquisitionData managementMISAnalyticalManagement consultingAnalyticsFinancial servicesMonitoring,2,Customer acquisitionData managementMISAnalyticalManagement consultingAnalyticsFinancial servicesMonitoring,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,data cleansingReport generationmetadataManager Quality Assurancedata integrityData AnalystManagementTroubleshooting,2,data cleansingReport generationmetadataManager Quality Assurancedata integrityData AnalystManagementTroubleshooting,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data analysisBusiness reportingData AnalystManagementanalysisdatareporting,2,Data analysisBusiness reportingData AnalystManagementanalysisdatareporting,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,IT servicesTechnology managementFront endAgileData AnalystSQLAndroidPython,2,IT servicesTechnology managementFront endAgileData AnalystSQLAndroidPython,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Business reportingAdvanced ExcelData Analystreportingdata analysisdataexcel,2,Business reportingAdvanced ExcelData Analystreportingdata analysisdataexcel,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,2,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Operations managementSupply chain managementData analysisUsageSales forecastingData AnalystManagementCRM sales,2,Operations managementSupply chain managementData analysisUsageSales forecastingData AnalystManagementCRM sales,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,OMCdata reportingData AnalystMIS generationdatadata analysisreportingmis,2,OMCdata reportingData AnalystMIS generationdatadata analysisreportingmis,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,C++Data analysisSASMISAnalyticalFinanceReconciliationData Analyst,2,C++Data analysisSASMISAnalyticalFinanceReconciliationData Analyst,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data analysisAutomationData collectionMarket researchData AnalystBusiness intelligenceContinuous improvementAnalytics,2,Data analysisAutomationData collectionMarket researchData AnalystBusiness intelligenceContinuous improvementAnalytics,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Direct marketingExcelSalesWeb technologiesProject managementMarketing planningData AnalystResource management,2,Direct marketingExcelSalesWeb technologiesProject managementMarketing planningData AnalystResource management,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,database design developmentdata modelsSASdata miningXMLJavascriptBusiness ObjectsSPSS,2,database design developmentdata modelsSASdata miningXMLJavascriptBusiness ObjectsSPSS,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Analytical skillsSASWeb analyticsSimulationBusiness Data Analystsplunkdata visualizationSQL,2,Analytical skillsSASWeb analyticsSimulationBusiness Data Analystsplunkdata visualizationSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,tableauStatistical analysisMachine learningJavascriptlinear regressionpower biData Analystdata visualization,2,tableauStatistical analysisMachine learningJavascriptlinear regressionpower biData Analystdata visualization,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Operations managementTeam Lead Operationsonline retailBusiness expansionRetail managementPresalesData AnalystProject delivery,2,Operations managementTeam Lead Operationsonline retailBusiness expansionRetail managementPresalesData AnalystProject delivery,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,IT servicesData migrationLinuxConsultingHIPAAData miningJIRAProject delivery,2,IT servicesData migrationLinuxConsultingHIPAAData miningJIRAProject delivery,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,BPOLogistic regressionStatistical analysisProcess improvementMarket researchpower biData AnalystRegression analysis,2,BPOLogistic regressionStatistical analysisProcess improvementMarket researchpower biData AnalystRegression analysis,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Data analysisData validationData managementSiliconData AnalystBusiness intelligenceData miningSecondary research,2,Data analysisData validationData managementSiliconData AnalystBusiness intelligenceData miningSecondary research,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Analytical skillsData analysisBusiness analysisAnalyticalMachine learningData AnalystOracleSDLC,2,Analytical skillsData analysisBusiness analysisAnalyticalMachine learningData AnalystOracleSDLC,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Fault analysisSemiconductorExcelData managementAerospaceFocusHealthcarepower bi,2,Fault analysisSemiconductorExcelData managementAerospaceFocusHealthcarepower bi,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,LoansAnalyticalSchemaAgileHTMLData warehousingFinancial servicesSQL,2,LoansAnalyticalSchemaAgileHTMLData warehousingFinancial servicesSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,LoansAnalyticalSchemaAgileHTMLData warehousingFinancial servicesSQL,2,LoansAnalyticalSchemaAgileHTMLData warehousingFinancial servicesSQL,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,DashboardsReporting And AnalyticsApache SupersetBusiness IntelligencereactAngularAnalyticsR,2,DashboardsReporting And AnalyticsApache SupersetBusiness IntelligencereactAngularAnalyticsR,IT,2026-02-01,Feb
Data Analyst,Bangalore,4.0,8.0,Change ManagementHR Transformationanalytics analystDelivery AnalystM&ANatural language processingBusiness solutionsPython,2,Change ManagementHR Transformationanalytics analystDelivery AnalystM&ANatural language processingBusiness solutionsPython,IT,2026-02-01,Feb
